GEO.id,GEO.id2,GEO.display-label,HD01_S01,HD02_S01,HD01_S02,HD02_S02,HD01_S03,HD02_S03,HD01_S04,HD02_S04,HD01_S05,HD02_S05,HD01_S06,HD02_S06,HD01_S07,HD02_S07,HD01_S08,HD02_S08,HD01_S09,HD02_S09,HD01_S10,HD02_S10,HD01_S11,HD02_S11,HD01_S12,HD02_S12,HD01_S13,HD02_S13,HD01_S14,HD02_S14,HD01_S15,HD02_S15,HD01_S16,HD02_S16,HD01_S17,HD02_S17,HD01_S18,HD02_S18,HD01_S19,HD02_S19,HD01_S20,HD02_S20,HD01_S21,HD02_S21,HD01_S22,HD02_S22,HD01_S23,HD02_S23,HD01_S24,HD02_S24,HD01_S25,HD02_S25,HD01_S26,HD02_S26,HD01_S27,HD02_S27,HD01_S28,HD02_S28,HD01_S29,HD02_S29,HD01_S30,HD02_S30,HD01_S31,HD02_S31,HD01_S32,HD02_S32,HD01_S33,HD02_S33,HD01_S34,HD02_S34,HD01_S35,HD02_S35,HD01_S36,HD02_S36,HD01_S37,HD02_S37,HD01_S38,HD02_S38,HD01_S39,HD02_S39,HD01_S40,HD02_S40
0600000US2501735215,2501735215,"Lexington town, Middlesex County, Massachusetts",11530,100.0,6139,53.2,3032,26.3,2359,20.5,9171,100.0,1435,15.6,3083,33.6,1847,20.1,1872,20.4,689,7.5,176,1.9,69,0.8,2359,100.0,981,41.6,553,23.4,337,14.3,345,14.6,116,4.9,21,0.9,6,0.3,9171,100.0,6,0.1,229,2.5,1391,15.2,2529,27.6,2248,24.5,2768,30.2,1351,14.7,1000,10.9,417,4.5,2359,100.0,30,1.3,280,11.9,586,24.8,482,20.4,285,12.1,696,29.5,162,6.9,261,11.1,273,11.6
